YearID,MonthID,MNo,Total
2011,9,246,4
2011,10,20,3
2011,10,21,1
2011,10,84,1
2011,10,114,4
2011,10,115,2
2011,10,125,1
2011,10,135,1
2011,10,140,1
2011,10,141,11
2011,10,159,11
2011,10,164,7
2011,10,176,344
2011,10,182,1
2011,10,183,2
2011,10,184,16
2011,10,190,3
2011,10,197,3
2011,10,201,1
2011,10,203,4
2011,10,205,8
2011,10,217,2
2011,10,218,3
2011,10,223,3
2011,10,225,1
2011,10,234,6
2011,10,245,5
2011,10,246,1
2011,10,247,4
2011,10,254,1
2011,11,20,4
2011,11,76,6
2011,11,114,3
2011,11,115,2
2011,11,135,1
2011,11,136,5
2011,11,141,11
2011,11,158,1
2011,11,159,10
2011,11,176,242
2011,11,177,1
2011,11,182,3
2011,11,184,9
2011,11,187,4
2011,11,190,8
2011,11,193,1
2011,11,197,3
2011,11,203,2
2011,11,205,6
2011,11,219,1
2011,11,221,1
2011,11,223,4
2011,11,225,4
2011,11,234,2
2011,11,237,3
2011,11,245,1
2011,11,246,2
2011,11,247,4
2011,11,254,47
2011,12,20,1
2011,12,21,1
2011,12,76,7
2011,12,84,1
2011,12,114,8
2011,12,125,2
2011,12,136,4
2011,12,158,1
2011,12,159,3
2011,12,164,2
2011,12,176,267
2011,12,177,1
2011,12,184,10
2011,12,187,3
2011,12,190,6
2011,12,198,2
2011,12,201,1
2011,12,203,3
2011,12,205,2
2011,12,217,2
2011,12,223,7
2011,12,234,1
2011,12,237,1
2011,12,243,1
2011,12,244,1
2011,12,245,1
2011,12,246,2
2011,12,247,2
2011,12,254,33
2012,1,20,3
2012,1,76,7
2012,1,84,13
2012,1,114,3
2012,1,125,1
2012,1,135,1
2012,1,138,3
2012,1,158,1
2012,1,159,23
2012,1,164,7
2012,1,176,204
2012,1,177,3
2012,1,182,3
2012,1,184,6
2012,1,190,2
2012,1,193,2
2012,1,197,4
2012,1,203,3
2012,1,205,4
2012,1,218,1
2012,1,223,2
2012,1,234,8
2012,1,237,1
2012,1,246,5
2012,1,247,3
2012,1,254,109
2012,1,266,5
2012,2,20,1
2012,2,76,6
2012,2,84,21
2012,2,114,1
2012,2,125,6
2012,2,138,1
2012,2,141,1
2012,2,159,21
2012,2,163,1
2012,2,176,102
2012,2,182,2
2012,2,183,2
2012,2,184,2
2012,2,197,3
2012,2,200,1
2012,2,203,1
2012,2,205,2
2012,2,209,1
2012,2,218,1
2012,2,219,1
2012,2,223,4
2012,2,234,3
2012,2,235,1
2012,2,237,2
2012,2,245,1
2012,2,246,4
2012,2,247,2
2012,2,254,114
2012,3,76,5
2012,3,84,21
2012,3,114,2
2012,3,125,2
2012,3,129,3
2012,3,135,3
2012,3,138,1
2012,3,140,1
2012,3,159,18
2012,3,164,2
2012,3,176,111
2012,3,177,1
2012,3,182,3
2012,3,184,5
2012,3,190,2
2012,3,197,1
2012,3,200,2
2012,3,203,2
2012,3,205,2
2012,3,219,1
2012,3,223,3
2012,3,225,1
2012,3,227,3
2012,3,234,5
2012,3,237,2
2012,3,246,2
2012,3,247,3
2012,3,252,1
2012,3,254,162
2012,4,20,2
2012,4,76,2
2012,4,84,5
2012,4,135,1
2012,4,138,1
2012,4,140,1
2012,4,159,18
2012,4,164,1
2012,4,168,1
2012,4,176,79
2012,4,182,1
2012,4,184,8
2012,4,190,1
2012,4,193,1
2012,4,197,1
2012,4,198,2
2012,4,200,2
2012,4,203,1
2012,4,209,1
2012,4,219,1
2012,4,223,1
2012,4,234,4
2012,4,245,1
2012,4,246,4
2012,4,247,2
2012,4,254,119
2012,4,266,3
2012,5,20,1
2012,5,76,3
2012,5,84,25
2012,5,114,1
2012,5,135,4
2012,5,136,2
2012,5,138,4
2012,5,159,18
2012,5,164,6
2012,5,176,103
2012,5,183,1
2012,5,184,7
2012,5,190,3
2012,5,197,2
2012,5,205,1
2012,5,218,3
2012,5,223,3
2012,5,224,3
2012,5,227,3
2012,5,234,6
2012,5,245,2
2012,5,246,4
2012,5,247,2
2012,5,254,178
2012,5,257,1
2012,5,266,2
2012,6,20,2
2012,6,76,1
2012,6,84,18
2012,6,114,3
2012,6,135,5
2012,6,136,1
2012,6,138,1
2012,6,159,17
2012,6,164,2
2012,6,176,65
2012,6,182,1
2012,6,184,31
2012,6,187,1
2012,6,190,2
2012,6,197,1
2012,6,200,3
2012,6,203,8
2012,6,205,1
2012,6,206,1
2012,6,218,1
2012,6,221,1
2012,6,224,1
2012,6,225,1
2012,6,227,2
2012,6,228,1
2012,6,234,3
2012,6,237,9
2012,6,241,1
2012,6,245,2
2012,6,246,5
2012,6,247,3
2012,6,252,1
2012,6,254,168
2012,6,266,2
2012,7,20,6
2012,7,76,6
2012,7,84,18
2012,7,114,1
2012,7,135,5
2012,7,159,21
2012,7,164,1
2012,7,176,96
2012,7,182,4
2012,7,184,12
2012,7,190,4
2012,7,200,1
2012,7,203,3
2012,7,205,2
2012,7,218,1
2012,7,223,2
2012,7,224,2
2012,7,234,7
2012,7,237,1
2012,7,241,1
2012,7,245,2
2012,7,246,3
2012,7,254,154
2012,7,257,2
2012,7,266,2
2012,8,20,3
2012,8,76,3
2012,8,84,5
2012,8,114,2
2012,8,135,2
2012,8,159,13
2012,8,176,58
2012,8,182,1
2012,8,184,3
2012,8,197,1
2012,8,200,10
2012,8,203,1
2012,8,223,2
2012,8,228,1
2012,8,234,2
2012,8,245,1
2012,8,246,3
2012,8,254,109
2012,8,276,1
2012,9,20,4
2012,9,76,2
2012,9,84,10
2012,9,114,4
2012,9,135,7
2012,9,141,1
2012,9,159,15
2012,9,164,1
2012,9,166,1
2012,9,176,86
2012,9,182,1
2012,9,184,9
2012,9,190,1
2012,9,197,1
2012,9,203,3
2012,9,223,2
2012,9,224,3
2012,9,227,1
2012,9,234,7
2012,9,237,1
2012,9,246,7
2012,9,254,168
2012,9,257,3
2012,9,266,1
2012,9,267,2
2012,10,20,1
2012,10,76,3
2012,10,84,10
2012,10,114,1
2012,10,129,1
2012,10,138,2
2012,10,159,13
2012,10,164,7
2012,10,166,1
2012,10,176,91
2012,10,182,4
2012,10,184,8
2012,10,190,2
2012,10,197,2
2012,10,203,2
2012,10,205,3
2012,10,223,1
2012,10,225,2
2012,10,227,1
2012,10,228,1
2012,10,234,7
2012,10,241,28
2012,10,244,1
2012,10,245,2
2012,10,246,4
2012,10,254,170
2012,10,266,1
2012,10,267,6
2012,11,20,1
2012,11,21,6
2012,11,76,9
2012,11,84,15
2012,11,114,4
2012,11,129,2
2012,11,135,5
2012,11,138,1
2012,11,159,10
2012,11,164,4
2012,11,176,70
2012,11,182,5
2012,11,184,16
2012,11,190,4
2012,11,197,1
2012,11,200,4
2012,11,203,3
2012,11,205,3
2012,11,224,2
2012,11,225,1
2012,11,234,7
2012,11,241,38
2012,11,245,1
2012,11,246,5
2012,11,247,1
2012,11,254,174
2012,11,266,2
2012,11,267,3
2012,11,268,3
2012,11,274,1
2012,12,20,5
2012,12,76,5
2012,12,84,15
2012,12,114,8
2012,12,135,4
2012,12,140,1
2012,12,141,1
2012,12,159,7
2012,12,164,1
2012,12,176,95
2012,12,177,1
2012,12,182,4
2012,12,184,11
2012,12,190,1
2012,12,200,4
2012,12,206,1
2012,12,223,1
2012,12,224,1
2012,12,234,6
2012,12,237,1
2012,12,241,36
2012,12,245,1
2012,12,246,3
2012,12,247,1
2012,12,254,144
2012,12,267,10
2012,12,274,1
2013,1,20,2
2013,1,76,1
2013,1,84,11
2013,1,114,8
2013,1,135,1
2013,1,138,2
2013,1,141,1
2013,1,159,16
2013,1,164,1
2013,1,176,99
2013,1,177,1
2013,1,182,4
2013,1,184,8
2013,1,190,3
2013,1,200,3
2013,1,203,1
2013,1,209,2
2013,1,224,2
2013,1,227,1
2013,1,234,7
2013,1,241,27
2013,1,245,2
2013,1,246,2
2013,1,247,4
2013,1,254,136
2013,1,264,1
2013,1,267,2
2013,1,272,1
2013,1,274,1
2013,2,20,2
2013,2,84,11
2013,2,114,2
2013,2,135,2
2013,2,141,1
2013,2,159,10
2013,2,176,46
2013,2,177,1
2013,2,182,2
2013,2,183,1
2013,2,184,13
2013,2,197,1
2013,2,200,2
2013,2,205,1
2013,2,224,2
2013,2,234,9
2013,2,241,5
2013,2,245,2
2013,2,246,6
2013,2,254,127
2013,2,257,1
2013,2,267,36
2013,2,280,1
2013,2,281,2
2013,3,20,7
2013,3,76,3
2013,3,84,8
2013,3,114,2
2013,3,135,3
2013,3,136,1
2013,3,141,2
2013,3,159,6
2013,3,164,1
2013,3,176,59
2013,3,182,3
2013,3,184,3
2013,3,190,1
2013,3,198,2
2013,3,227,1
2013,3,234,6
2013,3,241,7
2013,3,245,2
2013,3,246,2
2013,3,254,161
2013,3,257,1
2013,3,266,1
2013,3,274,2
2013,3,284,2
2013,4,20,1
2013,4,76,4
2013,4,84,10
2013,4,113,1
2013,4,114,7
2013,4,125,1
2013,4,136,1
2013,4,141,1
2013,4,152,1
2013,4,159,7
2013,4,164,1
2013,4,176,68
2013,4,182,2
2013,4,184,21
2013,4,190,1
2013,4,203,1
2013,4,205,1
2013,4,218,1
2013,4,234,9
2013,4,241,6
2013,4,244,1
2013,4,245,2
2013,4,246,6
2013,4,254,156
2013,4,257,1
2013,4,264,1
2013,4,274,1
2013,5,20,4
2013,5,21,2
2013,5,76,2
2013,5,84,21
2013,5,114,7
2013,5,129,1
2013,5,135,2
2013,5,138,1
2013,5,158,1
2013,5,159,4
2013,5,164,2
2013,5,168,3
2013,5,176,74
2013,5,182,3
2013,5,184,20
2013,5,190,4
2013,5,200,1
2013,5,203,2
2013,5,205,2
2013,5,224,1
2013,5,234,6
2013,5,241,3
2013,5,244,1
2013,5,246,4
2013,5,254,180
2013,5,257,8
2013,5,264,1
2013,5,266,1
2013,5,267,23
2013,5,279,1
2013,5,287,1
2013,6,20,3
2013,6,76,1
2013,6,84,21
2013,6,114,8
2013,6,135,7
2013,6,136,1
2013,6,138,2
2013,6,158,1
2013,6,159,9
2013,6,170,1
2013,6,176,88
2013,6,177,1
2013,6,183,1
2013,6,184,18
2013,6,190,3
2013,6,197,3
2013,6,200,3
2013,6,201,1
2013,6,203,1
2013,6,217,1
2013,6,234,13
2013,6,241,12
2013,6,245,3
2013,6,246,5
2013,6,247,1
2013,6,248,6
2013,6,254,182
2013,6,257,4
2013,6,267,57
2013,6,279,2
2013,6,280,1
2013,6,284,1
2013,6,287,2
2013,7,20,6
2013,7,21,1
2013,7,76,3
2013,7,84,12
2013,7,114,10
2013,7,135,2
2013,7,159,3
2013,7,164,1
2013,7,176,81
2013,7,182,3
2013,7,184,20
2013,7,190,5
2013,7,197,4
2013,7,200,1
2013,7,205,1
2013,7,218,1
2013,7,234,16
2013,7,241,8
2013,7,245,1
2013,7,246,10
2013,7,247,4
2013,7,254,130
2013,7,267,73
2013,7,274,1
2013,7,287,8
2013,8,20,1
2013,8,21,1
2013,8,76,5
2013,8,84,9
2013,8,114,4
2013,8,176,52
2013,8,184,27
2013,8,190,1
2013,8,197,1
2013,8,200,7
2013,8,217,1
2013,8,224,3
2013,8,225,1
2013,8,234,10
2013,8,241,8
2013,8,246,5
2013,8,247,4
2013,8,254,109
2013,8,267,64
2013,8,287,29
2013,8,290,3
2013,9,20,6
2013,9,76,7
2013,9,84,19
2013,9,113,1
2013,9,114,4
2013,9,135,2
2013,9,140,1
2013,9,159,1
2013,9,164,1
2013,9,176,71
2013,9,182,3
2013,9,184,29
2013,9,200,5
2013,9,223,1
2013,9,224,1
2013,9,234,4
2013,9,241,10
2013,9,245,2
2013,9,246,14
2013,9,254,133
2013,9,267,101
2013,9,274,6
2013,9,287,13
2013,9,288,2
2013,9,291,2
2013,10,20,4
2013,10,21,2
2013,10,76,7
2013,10,84,9
2013,10,114,6
2013,10,135,2
2013,10,141,1
2013,10,173,1
2013,10,176,32
2013,10,182,1
2013,10,184,11
2013,10,190,2
2013,10,197,3
2013,10,200,9
2013,10,203,1
2013,10,234,2
2013,10,241,8
2013,10,244,1
2013,10,246,3
2013,10,254,104
2013,10,267,46
2013,10,274,3
2013,10,287,5
2013,10,288,2
2013,10,289,1
2013,11,20,10
2013,11,21,1
2013,11,76,8
2013,11,84,11
2013,11,114,5
2013,11,129,2
2013,11,135,1
2013,11,164,1
2013,11,170,1
2013,11,176,50
2013,11,182,2
2013,11,184,8
2013,11,190,3
2013,11,197,3
2013,11,200,12
2013,11,224,2
2013,11,234,6
2013,11,241,5
2013,11,245,1
2013,11,247,2
2013,11,254,83
2013,11,266,1
2013,11,267,58
2013,11,274,2
2013,11,287,8
2013,11,288,2
2013,11,289,1
2013,11,290,3
2013,11,293,1
2013,12,20,12
2013,12,76,12
2013,12,84,15
2013,12,114,5
2013,12,129,2
2013,12,135,3
2013,12,158,1
2013,12,159,1
2013,12,170,2
2013,12,176,30
2013,12,182,2
2013,12,183,1
2013,12,184,9
2013,12,197,1
2013,12,200,12
2013,12,209,1
2013,12,223,2
2013,12,234,6
2013,12,241,2
2013,12,244,1
2013,12,246,5
2013,12,254,71
2013,12,267,56
2013,12,274,3
2013,12,281,1
2013,12,287,23
2013,12,288,1
2013,12,290,3
2013,12,293,43
2014,1,20,6
2014,1,21,3
2014,1,76,17
2014,1,84,31
2014,1,114,5
2014,1,129,2
2014,1,135,1
2014,1,176,37
2014,1,182,5
2014,1,183,1
2014,1,184,36
2014,1,190,1
2014,1,197,2
2014,1,200,14
2014,1,223,1
2014,1,227,2
2014,1,234,12
2014,1,241,2
2014,1,245,4
2014,1,246,8
2014,1,247,5
2014,1,254,45
2014,1,256,1
2014,1,267,79
2014,1,274,3
2014,1,279,1
2014,1,281,1
2014,1,287,17
2014,1,288,2
2014,1,289,1
2014,1,290,2
2014,1,293,116
2014,2,20,14
2014,2,21,1
2014,2,76,14
2014,2,84,11
2014,2,114,17
2014,2,170,1
2014,2,176,47
2014,2,182,10
2014,2,184,34
2014,2,190,6
2014,2,200,17
2014,2,223,1
2014,2,224,3
2014,2,234,7
2014,2,241,3
2014,2,244,3
2014,2,245,2
2014,2,246,8
2014,2,247,5
2014,2,254,32
2014,2,267,112
2014,2,274,4
2014,2,279,3
2014,2,280,2
2014,2,281,3
2014,2,283,1
2014,2,284,1
2014,2,287,14
2014,2,288,4
2014,2,289,1
2014,2,290,2
2014,2,293,133
2014,2,297,4
2014,3,20,10
2014,3,21,1
2014,3,76,16
2014,3,84,16
2014,3,114,29
2014,3,129,5
2014,3,135,12
2014,3,141,2
2014,3,164,1
2014,3,170,2
2014,3,176,51
2014,3,182,8
2014,3,184,57
2014,3,190,2
2014,3,200,20
2014,3,201,1
2014,3,205,2
2014,3,227,2
2014,3,228,1
2014,3,234,7
2014,3,241,5
2014,3,244,4
2014,3,246,10
2014,3,247,4
2014,3,254,20
2014,3,267,109
2014,3,274,2
2014,3,279,2
2014,3,280,1
2014,3,281,3
2014,3,284,1
2014,3,287,17
2014,3,288,3
2014,3,290,1
2014,3,291,1
2014,3,293,238
2014,3,297,19
2014,4,20,5
2014,4,76,9
2014,4,84,19
2014,4,114,6
2014,4,129,5
2014,4,135,1
2014,4,166,1
2014,4,170,4
2014,4,176,36
2014,4,182,2
2014,4,184,34
2014,4,190,3
2014,4,200,7
2014,4,217,1
2014,4,227,2
2014,4,234,16
2014,4,241,1
2014,4,244,3
2014,4,245,1
2014,4,246,6
2014,4,247,8
2014,4,254,12
2014,4,267,75
2014,4,274,1
2014,4,281,2
2014,4,287,28
2014,4,288,1
2014,4,289,2
2014,4,290,2
2014,4,291,2
2014,4,293,170
2014,4,297,27
2014,5,20,12
2014,5,21,2
2014,5,76,6
2014,5,84,16
2014,5,114,3
2014,5,135,4
2014,5,140,1
2014,5,170,1
2014,5,176,40
2014,5,182,2
2014,5,183,2
2014,5,184,37
2014,5,186,1
2014,5,200,14
2014,5,203,3
2014,5,234,10
2014,5,241,2
2014,5,244,1
2014,5,245,1
2014,5,246,14
2014,5,247,6
2014,5,248,1
2014,5,254,17
2014,5,264,2
2014,5,267,72
2014,5,279,3
2014,5,281,2
2014,5,283,1
2014,5,287,14
2014,5,288,1
2014,5,289,3
2014,5,290,1
2014,5,291,3
2014,5,293,173
2014,5,297,26
2014,5,301,1
2014,6,20,9
2014,6,21,11
2014,6,76,9
2014,6,84,17
2014,6,114,11
2014,6,129,3
2014,6,135,3
2014,6,176,64
2014,6,182,5
2014,6,183,4
2014,6,184,46
2014,6,190,1
2014,6,200,3
2014,6,203,1
2014,6,224,3
2014,6,234,13
2014,6,237,1
2014,6,241,1
2014,6,244,3
2014,6,245,2
2014,6,246,8
2014,6,247,3
2014,6,254,12
2014,6,267,84
2014,6,279,5
2014,6,281,2
2014,6,284,2
2014,6,287,19
2014,6,288,2
2014,6,289,6
2014,6,290,1
2014,6,291,6
2014,6,293,204
2014,6,294,2
2014,6,297,23
2014,6,301,2
2014,7,20,11
2014,7,76,6
2014,7,84,13
2014,7,114,4
2014,7,135,7
2014,7,138,1
2014,7,141,1
2014,7,176,68
2014,7,182,6
2014,7,184,14
2014,7,200,6
2014,7,223,6
2014,7,234,8
2014,7,244,3
2014,7,246,6
2014,7,247,4
2014,7,254,4
2014,7,266,1
2014,7,267,51
2014,7,279,1
2014,7,281,3
2014,7,287,3
2014,7,288,2
2014,7,289,10
2014,7,290,2
2014,7,291,3
2014,7,293,195
2014,7,297,14
2014,7,311,1
2014,8,20,6
2014,8,76,9
2014,8,84,19
2014,8,114,3
2014,8,129,1
2014,8,135,4
2014,8,138,7
2014,8,163,1
2014,8,171,1
2014,8,176,61
2014,8,182,1
2014,8,184,23
2014,8,187,1
2014,8,200,2
2014,8,223,1
2014,8,234,9
2014,8,244,3
2014,8,245,1
2014,8,246,6
2014,8,247,2
2014,8,248,1
2014,8,254,1
2014,8,267,58
2014,8,281,1
2014,8,284,1
2014,8,287,15
2014,8,289,2
2014,8,291,2
2014,8,293,257
2014,8,294,2
2014,8,297,21
2014,8,309,1
2014,8,313,2
2014,8,314,12
2014,8,315,4
2014,8,319,8
2014,9,20,4
2014,9,21,2
2014,9,76,16
2014,9,84,19
2014,9,114,10
2014,9,129,4
2014,9,135,2
2014,9,138,2
2014,9,165,1
2014,9,176,72
2014,9,182,4
2014,9,184,18
2014,9,190,1
2014,9,200,6
2014,9,223,3
2014,9,224,7
2014,9,234,10
2014,9,244,7
2014,9,245,1
2014,9,246,10
2014,9,247,6
2014,9,254,2
2014,9,267,59
2014,9,281,2
2014,9,287,10
